File,Summary,Description - Test Setup,Description - Configuration,Description - Verification,Expected Result
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_net_to_net_ecmp_using_entropy.c," Cint example to demonstrate VxLAN Bridging configuration for Transit packets
 - network to network, with second network port being an ECMP group(Transit flow)
 - Distribution on ECMP group based on outer packet (tunnel) field: L4 Src Port
 "," a) Selects six ports and configure them in Loopback mode. Out of these
 six ports, one port is used as ingress_port and the others as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 network port's setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', 'l3 egress show', 'l3 multipath show' and traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the routed packet on the egress port
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among ECMP members.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_SDtag_Add.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 -  network to access (decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_acc_encap_ovid.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access(decap flow)
 - egr_vlan_xlate is used with key OVID+DVP
"," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_net_default_SVP.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access(decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_vxlan_flex_stat.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 - flex stats at the access vp and network vp
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_net_vp_sharing.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network with network vp sharing between two VFI's
 "," a) Selects three ports and configure them in Loopback mode. Out of these
 three ports, two ports are used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 with different vnid based on the VFI,
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_acc_to_net_ecmp_entropy_gen.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network, with network port being an ECMP group(encap flow)
 - And, the encapsulated network packets carry Entropy (hash value) as UDP Src Port
 "," a) Selects six ports and configure them in Loopback mode. Out of these
 six ports, one port is used as ingress_port and the other as
 egress_port's.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', 'l3 egress show', 'l3 multipath show' and traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among ECMP members.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_SDtag_Delete.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_MatchPortVlan.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv6_MC_BUD_NODE.c," Cint example to demonstrate VxLAN Bridging configuration for Multicast ingressing on Bud Node
 Network to network -> IPMC-transit mode (Pass 1)
 Network to Acess    -> Termination (Pass 2)
  "," a) Selects 3 ports and configure them in Loopback mode. Out of these
 3 ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration .
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 V6 is FlexFlow feature and hence requires FLow Options to be used
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known multicast packet. The contents of the packet
 are printed on screen.
  "," We can see the 2 packets : ipmc routed packet on network and decapped packet on the egress access port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_vplag_net_to_acc_learning.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network, with multiple network ports being a LAG (VP LAG)
 - L2 learning of a packet ingressing network ports' VPLAG
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'l2 show' to check if the packets are learnt on the VPLAG
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_vxlan_split_horizon_group.c," Cint example to demonstrate VxLAN tunnel multicast with multiple split horizon groups
 for ingress and egress vp pruning for uuc/bc
 "," a) Selects five ports and configure them in Loopback mode. Out of these
 five ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with four network ports.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
  b) Configure mapping between VXLAN VPs and network groups as below.
 Virtual port ""vxlan_acc""  is mapped to ""network_group_2.""
 Virtual ports ""vxlan_net"" is mapped to ""network_group_3"".
 Virtual ports ""vxlan_net_1"" is mapped to ""network_group_3"".
 Virtual ports ""vxlan_net_2"" is mapped to ""network_group_4"".
 Virtual ports ""vxlan_net_3"" is mapped to ""network_group_5"".
"," a) Transmit unknown-unicast packet on net_port1.
 b) Now configure such that traffic from network_group_3 to network_group_4 is dropped
 using bcm_switch_network_group_config_set() API.
 c) Transmit same unknown-unicast packet on net_port1.
"," After Step 3.a, the packet egresses out of acc_port,
 net_port_1, net_port_2, net_port_3 and net_port_4.
 After Step 3.c, the packet egresses out of acc_port,
 not* egress out of
 net_port_3 as virtual port ""vxlan_port_dlf_3"" is mapped to ""network_group_4"".
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_SDtag_Delete.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access (decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_MTU_check.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access (decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_net_vp_sharing.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access with network vp sharing between two VFI's
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the packet on the egress port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv6_AtoN_UC_MatchPortVlan.c," Cint example to demonstrate VxLAN Bridging configuration for V6 tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration .
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 V6 is FlexFlow feature and hence requires FLow Options to be used
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv6 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_acc_to_net_trunk.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network, with network port being a trunk (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', 'trunk show', traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among trunk member ports.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv6_AtoN_MC_MatchPortVlan.c," Cint example to demonstrate VxLAN Bridging configuration for Multicast with  V6 tunnel Network port
 - access to network/access (multicast flow)
 "," a) Selects 3 ports and configure them in Loopback mode. Out of these
 3 ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration .
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 V6 is FlexFlow feature and hence requires FLow Options to be used
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known multicast packet. The contents of the packet
 are printed on screen.
  c) Transmit the unknown multicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress network port with the IPv6 encapsulation and another access port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_net_from_VFP.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access(decap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_Ingress_Mirror_to_Vxlan_Tunnel.c," Cint example to demonstrate ingress mirror packet to vxlan tunnel
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure MTP port to add vxlan tunnel header to ingress mirrored packet on source port
 "," a) Check the configurations by 'dmirror show'
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the vxlan tunnel packet on the egress port(MTP port)
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_SDtag_Replace.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_vxlan_acc_acc_mc.c," Cint example to demonstrate VxLAN Bridging configuration for access to access multicast -
 - access to access bridging
 "," a) Selects three ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the packet on the egress port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_net_to_acc_trunk_outer.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Termination -
 - network to access with access port being a trunk(decap flow)
 - Distribution on trunk based on outer packet (tunnel) field: L4 Src Port
 "," a) Selects six ports and configure them in Loopback mode. Out of these
 six ports, one port is used as ingress_port and the others as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', 'trunk show', traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among trunk member ports.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv6_NtoA_MC.c," Cint example to demonstrate VxLAN Bridging configuration for Multicast ingressing on V6 tunnel Network port
 - network to access (multicast flow)
 "," a) Selects 3 ports and configure them in Loopback mode. Out of these
 3 ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration .
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 V6 is FlexFlow feature and hence requires FLow Options to be used
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known multicast packet. The contents of the packet
 are printed on screen.
  c) Transmit the unknown multicast packet. The contents of the packet
 are printed on screen.
 "," We can see the decapped packet on the egress access port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_net_match_SIP_VNID.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access(decap flow)
 "," a) Selects four ports and configure them in Loopback mode. Out of these
 four ports, two port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the packet on the egress port
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_NtoA_acc_encap_ovid_ivid.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel termination -
 - network to access(decap flow)
 - egr_vlan_xlate is used with key OVID+DVP
"," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/vxlan_v4_acc_to_net_ecmp.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network, with network virtual port pointing to an ECMP group(encap flow)
 "," a) Selects six ports and configure them in Loopback mode. Out of these
 six ports, one port is used as ingress_port and the other as
 egress_port's.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show', 'l3 egress show', 'l3 multipath show' and traversing the vpn and vp's
  b) Transmit 5 known unicast packets. The contents of the packets
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
 Also, 'show c s' shows the packet distribution among ECMP members.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_MatchPortInnerVlan.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_MatchPortOuterInnerVlan.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
$SDK/src/examples/xgs/TD3/Vxlan/FlexFlow/ipv4_AtoN_MatchPortVlanPriCfi.c," Cint example to demonstrate VxLAN Bridging configuration for tunnel Initiation -
 - access to network (encap flow)
 "," a) Selects two ports and configure them in Loopback mode. Out of these
 two ports, one port is used as ingress_port and the other as
 egress_port.
  b) Install an IFP rule to copy ingress & egress packets to CPU and start
 packet watcher.
  Note: IFP rule is meant for a verification purpose and is not part of the feature configuration.
 "," a) Configure a VxLAN Bridging configuration with SDTAG operations.
 This does the necessary configurations of vxlan global settings, vlan,
 access and network port setting, tunnel setup, interface and next hop.
 "," a) Check the configurations by 'vlan show', 'l2 show',traversing the vpn and vp's
  b) Transmit the known unicast packet. The contents of the packet
 are printed on screen.
 "," We can see the tunnel packet on the egress port with the IPv4 encapsulation
 and 'show c' to check the Tx/Rx packet stats/counters.
"
